date_time,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph,location
2012-03-08,29,25,0.0,8.8,6,98,07:14 PM,06:48 AM,07:17 AM,07:20 PM,23,30,30,27,11,63,82,6.3,1006,29,10,130,8,Terengganu
2012-03-09,29,25,0.0,11.6,6,91,08:09 PM,07:38 AM,07:17 AM,07:20 PM,23,30,30,27,13,40,81,9.2,1006,29,10,107,9,Terengganu
2012-03-10,29,24,0.0,11.6,6,84,09:06 PM,08:29 AM,07:16 AM,07:20 PM,23,29,29,26,12,26,81,4.8,1007,29,9,74,8,Terengganu
2012-03-11,29,25,0.0,11.6,6,77,10:04 PM,09:23 AM,07:16 AM,07:20 PM,22,29,29,26,18,25,79,21.1,1009,29,8,57,12,Terengganu
2012-03-12,26,25,0.0,6.0,6,71,11:03 PM,10:18 AM,07:15 AM,07:20 PM,22,28,28,25,11,67,85,52.5,1011,26,6,56,7,Terengganu
2012-03-13,27,24,0.0,8.8,6,64,No moonrise,11:16 AM,07:15 AM,07:19 PM,22,27,27,25,11,62,80,10.3,1012,27,9,128,8,Terengganu
2012-03-14,29,24,0.0,10.2,6,57,12:03 AM,12:14 PM,07:14 AM,07:19 PM,22,29,29,26,12,59,79,6.1,1012,29,8,131,8,Terengganu
2012-03-15,29,25,0.0,11.6,6,50,01:03 AM,01:13 PM,07:14 AM,07:19 PM,22,29,29,26,13,39,79,6.6,1011,29,9,100,9,Terengganu
2012-03-16,30,25,0.0,11.6,6,44,02:00 AM,02:09 PM,07:14 AM,07:19 PM,22,29,29,27,11,19,76,1.3,1010,30,10,212,8,Terengganu
2012-03-17,29,24,0.0,11.6,6,37,02:53 AM,03:04 PM,07:13 AM,07:19 PM,22,29,29,26,11,33,79,2.0,1010,29,10,139,7,Terengganu
2012-03-18,29,24,0.0,11.6,7,30,03:44 AM,03:56 PM,07:13 AM,07:19 PM,22,29,29,26,10,24,80,0.0,1010,29,10,145,7,Terengganu
2012-03-19,30,23,0.0,11.6,7,23,04:30 AM,04:44 PM,07:12 AM,07:19 PM,22,29,29,26,8,12,79,0.0,1011,30,10,95,6,Terengganu
2012-03-20,30,24,0.0,11.6,7,16,05:15 AM,05:32 PM,07:12 AM,07:18 PM,22,29,29,27,9,12,75,0.1,1011,30,10,106,6,Terengganu
2012-03-21,30,24,0.0,11.6,7,10,05:58 AM,06:17 PM,07:11 AM,07:18 PM,21,29,29,27,11,13,72,0.0,1010,30,10,126,8,Terengganu
2012-03-22,29,24,0.0,11.6,7,3,06:39 AM,07:02 PM,07:11 AM,07:18 PM,21,29,29,27,9,18,73,0.9,1010,29,10,128,6,Terengganu
2012-03-23,29,24,0.0,11.6,6,4,07:20 AM,07:47 PM,07:10 AM,07:18 PM,22,29,29,27,9,12,76,3.8,1011,29,10,109,6,Terengganu
2012-03-24,30,25,0.0,11.6,7,11,08:01 AM,08:31 PM,07:10 AM,07:18 PM,22,30,30,27,10,11,75,0.4,1011,30,10,94,7,Terengganu
2012-03-25,30,25,0.0,11.6,7,17,08:44 AM,09:18 PM,07:10 AM,07:18 PM,23,30,30,27,13,15,77,1.2,1011,30,10,52,9,Terengganu
2012-03-26,30,25,0.0,11.6,6,24,09:28 AM,10:05 PM,07:09 AM,07:18 PM,23,30,30,27,16,25,76,18.3,1011,30,8,64,11,Terengganu
2012-03-27,30,25,0.0,11.6,6,31,10:13 AM,10:53 PM,07:09 AM,07:17 PM,22,30,30,27,13,22,76,18.9,1012,30,8,62,9,Terengganu
2012-03-28,29,25,0.0,11.6,6,38,11:01 AM,11:42 PM,07:08 AM,07:17 PM,22,30,30,27,10,27,77,1.8,1012,29,9,71,7,Terengganu
2012-03-29,31,25,0.0,11.6,7,44,11:50 AM,No moonset,07:08 AM,07:17 PM,23,30,30,27,9,9,76,0.0,1011,31,10,120,6,Terengganu
2012-03-30,30,25,0.0,11.6,6,51,12:40 PM,12:31 AM,07:07 AM,07:17 PM,23,31,31,28,9,21,77,6.7,1010,30,9,209,6,Terengganu
2012-03-31,31,26,0.0,11.6,7,58,01:31 PM,01:21 AM,07:07 AM,07:17 PM,23,32,32,28,9,13,75,1.7,1010,31,10,177,6,Terengganu
2012-04-01,30,26,0.0,11.6,6,65,02:22 PM,02:09 AM,07:06 AM,07:17 PM,23,32,32,28,9,31,78,7.7,1010,30,10,279,6,Terengganu
2012-04-02,29,26,0.0,8.8,6,72,03:13 PM,02:58 AM,07:06 AM,07:16 PM,23,30,30,27,8,54,81,28.9,1011,29,8,236,5,Terengganu
2012-04-03,30,26,0.0,10.2,6,78,04:05 PM,03:46 AM,07:06 AM,07:16 PM,23,30,30,27,10,47,78,7.1,1013,30,10,155,6,Terengganu
2012-04-04,30,25,0.0,11.6,6,85,04:58 PM,04:34 AM,07:05 AM,07:16 PM,23,30,30,27,16,18,78,9.3,1012,30,9,145,11,Terengganu
2012-04-05,31,25,0.0,11.6,6,92,05:52 PM,05:24 AM,07:05 AM,07:16 PM,23,31,31,27,15,15,77,3.5,1011,31,10,132,10,Terengganu
2012-04-06,30,26,0.0,11.6,6,99,06:48 PM,06:14 AM,07:04 AM,07:16 PM,23,31,31,27,12,16,80,10.9,1011,30,9,102,8,Terengganu
2012-04-07,30,25,0.0,11.6,7,95,07:47 PM,07:08 AM,07:04 AM,07:16 PM,23,30,30,27,10,12,78,0.5,1010,30,10,94,7,Terengganu
2012-04-08,30,25,0.0,11.6,6,88,08:48 PM,08:03 AM,07:03 AM,07:16 PM,22,30,30,27,12,25,77,9.2,1010,30,9,138,8,Terengganu
2012-04-09,30,24,0.0,11.6,6,81,09:50 PM,09:02 AM,07:03 AM,07:15 PM,22,30,30,27,10,33,74,8.6,1010,30,9,147,7,Terengganu
2012-04-10,30,25,0.0,11.6,6,74,10:52 PM,10:03 AM,07:02 AM,07:15 PM,23,30,30,27,11,24,77,12.9,1010,30,9,120,7,Terengganu
2012-04-11,30,25,0.0,11.6,6,67,11:53 PM,11:04 AM,07:02 AM,07:15 PM,23,31,31,27,10,25,79,19.3,1009,30,8,92,6,Terengganu
2012-04-12,30,25,0.0,11.6,6,61,No moonrise,12:03 PM,07:02 AM,07:15 PM,23,30,30,27,10,12,79,14.4,1008,30,9,119,7,Terengganu
2012-04-13,30,25,0.0,11.6,7,54,12:49 AM,01:00 PM,07:01 AM,07:15 PM,23,31,31,27,12,10,78,1.8,1009,30,10,126,8,Terengganu
2012-04-14,30,26,0.0,11.6,6,47,01:41 AM,01:53 PM,07:01 AM,07:15 PM,23,31,31,28,11,15,78,6.7,1009,30,9,106,8,Terengganu
2012-04-15,30,25,0.0,11.6,6,40,02:29 AM,02:42 PM,07:00 AM,07:15 PM,23,30,30,27,10,18,79,5.3,1009,30,9,125,7,Terengganu
2012-04-16,29,25,0.0,11.6,6,34,03:14 AM,03:30 PM,07:00 AM,07:15 PM,24,31,31,27,14,23,83,25.8,1008,29,8,112,9,Terengganu
2012-04-17,30,26,0.0,11.6,6,27,03:57 AM,04:15 PM,07:00 AM,07:15 PM,24,31,31,28,13,12,80,13.0,1008,30,9,119,9,Terengganu
2012-04-18,30,26,0.0,11.6,6,20,04:38 AM,05:00 PM,06:59 AM,07:15 PM,24,32,32,28,13,20,81,18.1,1007,30,8,123,8,Terengganu
2012-04-19,31,26,0.0,11.6,6,13,05:19 AM,05:44 PM,06:59 AM,07:14 PM,24,32,32,28,12,19,80,12.6,1008,31,9,126,8,Terengganu
2012-04-20,31,26,0.0,11.6,6,7,06:00 AM,06:29 PM,06:59 AM,07:14 PM,24,32,32,28,11,18,79,10.8,1009,31,9,98,7,Terengganu
2012-04-21,31,26,0.0,11.6,6,0,06:42 AM,07:15 PM,06:58 AM,07:14 PM,24,32,32,28,9,16,77,10.9,1009,31,9,150,6,Terengganu
2012-04-22,30,25,0.0,11.6,6,7,07:26 AM,08:01 PM,06:58 AM,07:14 PM,23,31,31,28,13,26,78,13.1,1009,30,9,138,8,Terengganu
2012-04-23,31,26,0.0,11.6,6,14,08:10 AM,08:49 PM,06:58 AM,07:14 PM,24,32,32,28,16,18,77,12.1,1008,31,9,137,11,Terengganu
2012-04-24,31,26,0.0,11.6,6,21,08:57 AM,09:38 PM,06:57 AM,07:14 PM,24,32,32,28,13,14,79,4.4,1009,31,10,137,9,Terengganu
2012-04-25,32,25,0.0,11.6,7,27,09:46 AM,10:26 PM,06:57 AM,07:14 PM,24,32,32,28,10,13,77,0.4,1009,32,10,154,7,Terengganu
2012-04-26,31,26,0.0,11.6,6,34,10:35 AM,11:15 PM,06:57 AM,07:14 PM,24,32,32,28,10,19,78,12.5,1009,31,9,152,6,Terengganu
2012-04-27,31,26,0.0,11.6,6,41,11:25 AM,No moonset,06:56 AM,07:14 PM,24,32,32,28,11,27,77,12.6,1009,31,9,170,7,Terengganu
2012-04-28,30,26,0.0,11.6,6,48,12:14 PM,12:03 AM,06:56 AM,07:14 PM,24,31,31,28,9,42,79,14.7,1009,30,8,180,6,Terengganu
2012-04-29,28,26,0.0,8.9,6,54,01:05 PM,12:51 AM,06:56 AM,07:14 PM,24,30,30,27,9,65,86,31.2,1009,28,7,250,5,Terengganu
2012-04-30,30,26,0.0,11.6,6,61,01:55 PM,01:38 AM,06:56 AM,07:14 PM,23,31,31,27,10,43,79,13.0,1009,30,8,287,6,Terengganu
2012-05-01,31,26,0.0,11.6,6,68,02:45 PM,02:24 AM,06:55 AM,07:14 PM,23,32,32,28,10,19,76,9.5,1009,31,9,116,6,Terengganu
2012-05-02,31,26,0.0,11.6,6,75,03:37 PM,03:12 AM,06:55 AM,07:14 PM,24,32,32,28,10,17,77,14.4,1009,31,9,183,6,Terengganu
2012-05-03,31,26,0.0,11.6,6,82,04:30 PM,04:00 AM,06:55 AM,07:14 PM,23,32,32,28,9,21,74,6.2,1008,31,9,154,6,Terengganu
2012-05-04,32,26,0.0,11.6,6,88,05:28 PM,04:51 AM,06:55 AM,07:14 PM,23,33,33,28,13,37,75,20.1,1007,32,8,118,8,Terengganu
2012-05-05,31,25,0.0,10.3,6,95,06:27 PM,05:45 AM,06:54 AM,07:14 PM,24,31,31,28,13,55,80,60.8,1008,31,7,132,8,Terengganu
2012-05-06,27,25,0.0,9.0,6,98,07:30 PM,06:42 AM,06:54 AM,07:14 PM,24,29,29,26,10,57,86,39.1,1009,27,7,219,6,Terengganu
2012-05-07,32,25,0.0,11.6,6,91,08:33 PM,07:44 AM,06:54 AM,07:14 PM,23,31,31,28,13,33,78,1.2,1009,32,9,172,9,Terengganu
2012-05-08,30,25,0.0,11.6,6,85,09:37 PM,08:46 AM,06:54 AM,07:14 PM,23,31,31,28,6,34,76,12.9,1009,30,8,145,4,Terengganu
2012-05-09,31,25,0.0,11.6,6,78,10:37 PM,09:49 AM,06:54 AM,07:14 PM,23,31,31,28,9,20,75,7.4,1010,31,9,122,6,Terengganu
2012-05-10,30,26,0.0,11.6,6,71,11:33 PM,10:49 AM,06:54 AM,07:14 PM,23,31,31,28,8,23,76,20.6,1010,30,9,107,6,Terengganu
2012-05-11,31,26,0.0,11.6,6,64,No moonrise,11:46 AM,06:53 AM,07:15 PM,23,32,32,28,10,21,76,13.7,1009,31,8,161,7,Terengganu
2012-05-12,32,26,0.0,11.6,6,58,12:24 AM,12:38 PM,06:53 AM,07:15 PM,23,33,33,29,11,16,74,14.6,1008,32,9,162,7,Terengganu
2012-05-13,32,26,0.0,11.6,6,51,01:12 AM,01:27 PM,06:53 AM,07:15 PM,23,33,33,29,10,25,73,6.2,1007,32,9,152,7,Terengganu
2012-05-14,32,26,0.0,11.6,6,44,01:56 AM,02:13 PM,06:53 AM,07:15 PM,24,33,33,29,11,44,75,18.3,1008,32,9,125,7,Terengganu
2012-05-15,32,26,0.0,10.3,6,37,02:37 AM,02:58 PM,06:53 AM,07:15 PM,24,32,32,28,12,32,77,16.1,1008,32,9,112,8,Terengganu
2012-05-16,32,26,0.0,11.6,6,30,03:19 AM,03:43 PM,06:53 AM,07:15 PM,23,32,32,28,8,24,75,10.4,1007,32,9,168,5,Terengganu
2012-05-17,31,27,0.0,11.6,6,24,03:59 AM,04:27 PM,06:53 AM,07:15 PM,23,32,32,28,7,20,74,4.0,1007,31,10,176,5,Terengganu
2012-05-18,31,27,0.0,11.6,6,17,04:41 AM,05:12 PM,06:53 AM,07:15 PM,24,33,33,28,11,26,77,13.4,1008,31,9,162,7,Terengganu
2012-05-19,32,27,0.0,11.6,6,10,05:24 AM,05:58 PM,06:53 AM,07:15 PM,24,34,34,29,13,18,77,20.6,1009,32,8,148,8,Terengganu
2012-05-20,31,26,0.0,11.6,6,3,06:08 AM,06:46 PM,06:53 AM,07:16 PM,24,32,32,28,8,20,77,19.4,1008,31,8,135,5,Terengganu
2012-05-21,32,26,0.0,11.6,6,3,06:54 AM,07:34 PM,06:53 AM,07:16 PM,24,32,32,28,14,17,77,7.3,1008,32,9,166,9,Terengganu
2012-05-22,31,26,0.0,11.6,6,10,07:43 AM,08:23 PM,06:53 AM,07:16 PM,23,32,32,28,9,28,76,21.1,1009,31,8,150,6,Terengganu
2012-05-23,32,26,0.0,11.6,6,17,08:31 AM,09:13 PM,06:53 AM,07:16 PM,24,33,33,28,12,31,76,24.4,1008,32,8,156,8,Terengganu
2012-05-24,31,26,0.0,11.6,6,24,09:22 AM,10:01 PM,06:53 AM,07:16 PM,24,32,32,28,12,46,78,20.5,1007,31,8,173,8,Terengganu
2012-05-25,31,26,0.0,9.0,6,31,10:11 AM,10:48 PM,06:53 AM,07:16 PM,24,32,32,28,14,54,80,27.1,1008,31,8,159,9,Terengganu
2012-05-26,32,25,0.0,11.6,6,37,11:01 AM,11:35 PM,06:53 AM,07:17 PM,24,32,32,28,13,36,78,11.3,1008,32,9,147,8,Terengganu
2012-05-27,32,26,0.0,11.6,6,44,11:50 AM,No moonset,06:53 AM,07:17 PM,24,33,33,29,15,35,78,15.6,1008,32,9,160,9,Terengganu
2012-05-28,32,26,0.0,11.6,6,51,12:39 PM,12:20 AM,06:53 AM,07:17 PM,24,33,33,28,12,30,78,13.5,1009,32,9,149,8,Terengganu
2012-05-29,32,26,0.0,10.3,6,58,01:28 PM,01:06 AM,06:53 AM,07:17 PM,24,33,33,29,11,44,75,5.0,1009,32,10,150,8,Terengganu
2012-05-30,32,27,0.0,11.6,6,64,02:19 PM,01:52 AM,06:53 AM,07:17 PM,24,34,34,29,11,28,75,5.8,1008,32,9,147,7,Terengganu
2012-05-31,31,26,0.0,11.6,6,71,03:13 PM,02:39 AM,06:53 AM,07:18 PM,24,33,33,28,12,26,75,4.9,1007,31,9,200,8,Terengganu
2012-06-01,32,27,0.0,11.6,6,78,04:09 PM,03:31 AM,06:53 AM,07:18 PM,24,33,33,29,12,36,75,7.8,1007,32,9,179,8,Terengganu
2012-06-02,31,26,0.0,11.6,6,85,05:09 PM,04:25 AM,06:53 AM,07:18 PM,24,32,32,28,9,32,77,8.1,1007,31,9,128,6,Terengganu
2012-06-03,31,26,0.0,11.6,6,92,06:11 PM,05:23 AM,06:53 AM,07:18 PM,24,33,33,28,13,27,79,6.7,1007,31,9,132,8,Terengganu
2012-06-04,32,26,0.0,11.6,6,98,07:16 PM,06:25 AM,06:53 AM,07:19 PM,24,33,33,29,10,17,77,9.9,1007,32,9,151,7,Terengganu
2012-06-05,31,27,0.0,11.6,6,95,08:18 PM,07:29 AM,06:53 AM,07:19 PM,24,33,33,28,10,22,78,16.4,1007,31,9,153,6,Terengganu
2012-06-06,32,26,0.0,11.6,6,88,09:18 PM,08:31 AM,06:54 AM,07:19 PM,24,33,33,28,9,36,78,25.3,1006,32,8,140,6,Terengganu
2012-06-07,32,26,0.0,9.0,6,81,10:13 PM,09:31 AM,06:54 AM,07:19 PM,24,32,32,28,14,40,78,39.2,1005,32,7,170,8,Terengganu
2012-06-08,32,26,0.0,11.6,6,75,11:04 PM,10:27 AM,06:54 AM,07:20 PM,24,33,33,28,11,35,77,14.9,1007,32,9,156,7,Terengganu
2012-06-09,31,26,0.0,11.6,6,68,11:51 PM,11:19 AM,06:54 AM,07:20 PM,24,32,32,27,17,51,81,34.7,1009,31,7,185,11,Terengganu
2012-06-10,32,26,0.0,11.6,6,61,No moonrise,12:08 PM,06:54 AM,07:20 PM,24,33,33,28,15,42,77,3.7,1008,32,9,169,10,Terengganu
2012-06-11,30,27,0.0,11.6,6,54,12:34 AM,12:54 PM,06:54 AM,07:20 PM,23,32,32,28,9,36,75,11.6,1009,30,9,154,5,Terengganu
2012-06-12,32,26,0.0,10.3,6,48,01:17 AM,01:40 PM,06:54 AM,07:20 PM,24,32,32,28,20,36,76,10.3,1009,32,9,165,13,Terengganu
2012-06-13,32,25,0.0,11.6,7,41,01:58 AM,02:24 PM,06:55 AM,07:21 PM,23,32,32,28,10,24,76,0.9,1009,32,10,136,7,Terengganu
2012-06-14,31,26,0.0,11.6,6,34,02:39 AM,03:09 PM,06:55 AM,07:21 PM,24,32,32,28,11,14,77,3.8,1009,31,9,139,7,Terengganu
2012-06-15,33,26,0.0,11.6,7,27,03:22 AM,03:55 PM,06:55 AM,07:21 PM,23,32,32,28,13,11,74,2.1,1008,33,10,136,9,Terengganu
2012-06-16,32,26,0.0,11.6,7,20,04:05 AM,04:42 PM,06:55 AM,07:21 PM,24,33,33,29,16,11,76,1.9,1007,32,10,153,10,Terengganu
2012-06-17,32,26,0.0,11.6,7,14,04:51 AM,05:31 PM,06:55 AM,07:22 PM,24,33,33,29,18,11,75,2.5,1008,32,10,167,12,Terengganu
2012-06-18,32,26,0.0,11.6,6,7,05:39 AM,06:19 PM,06:56 AM,07:22 PM,24,33,33,29,13,9,76,2.8,1009,32,10,152,9,Terengganu
2012-06-19,32,26,0.0,11.6,6,0,06:28 AM,07:09 PM,06:56 AM,07:22 PM,23,32,32,28,13,15,76,9.0,1009,32,9,178,8,Terengganu
2012-06-20,33,26,0.0,11.6,6,7,07:18 AM,07:58 PM,06:56 AM,07:22 PM,23,33,33,28,16,11,75,4.3,1009,33,10,157,10,Terengganu
2012-06-21,32,26,0.0,11.6,6,13,08:08 AM,08:46 PM,06:56 AM,07:23 PM,23,32,32,28,16,14,75,5.3,1010,32,10,156,10,Terengganu
2012-06-22,32,26,0.0,11.6,6,20,08:58 AM,09:34 PM,06:57 AM,07:23 PM,23,31,31,28,12,11,76,4.9,1010,32,9,159,8,Terengganu
2012-06-23,33,26,0.0,11.6,6,27,09:48 AM,10:19 PM,06:57 AM,07:23 PM,23,33,33,28,15,25,75,6.7,1009,33,9,162,10,Terengganu
2012-06-24,31,26,0.0,11.6,6,34,10:36 AM,11:04 PM,06:57 AM,07:23 PM,23,32,32,28,15,14,76,12.5,1009,31,9,162,10,Terengganu
2012-06-25,33,26,0.0,11.6,6,41,11:25 AM,11:50 PM,06:57 AM,07:23 PM,23,32,32,28,13,14,75,11.2,1010,33,9,165,8,Terengganu
2012-06-26,31,26,0.0,11.6,6,47,12:14 PM,No moonset,06:57 AM,07:24 PM,23,32,32,28,12,18,76,5.6,1010,31,9,156,7,Terengganu
2012-06-27,31,26,0.0,11.6,6,54,01:06 PM,12:35 AM,06:58 AM,07:24 PM,23,32,32,28,10,12,74,5.8,1010,31,9,157,7,Terengganu
2012-06-28,32,25,0.0,11.6,7,61,01:59 PM,01:24 AM,06:58 AM,07:24 PM,22,31,31,28,14,11,72,2.4,1009,32,10,150,9,Terengganu
2012-06-29,31,25,0.0,11.6,6,68,02:55 PM,02:14 AM,06:58 AM,07:24 PM,23,32,32,28,14,14,76,7.3,1008,31,10,163,9,Terengganu
2012-06-30,31,25,0.0,11.6,6,74,03:55 PM,03:09 AM,06:58 AM,07:24 PM,23,32,32,28,16,16,77,8.7,1007,31,9,177,10,Terengganu
2012-07-01,31,25,0.0,11.6,6,81,04:57 PM,04:08 AM,06:59 AM,07:24 PM,23,32,32,28,17,18,77,17.4,1007,31,8,169,11,Terengganu
2012-07-02,31,26,0.0,11.6,6,88,05:59 PM,05:09 AM,06:59 AM,07:25 PM,23,32,32,28,13,22,77,15.3,1008,31,8,149,8,Terengganu
2012-07-03,32,25,0.0,11.6,6,95,07:00 PM,06:11 AM,06:59 AM,07:25 PM,23,31,31,28,12,31,75,7.4,1006,32,10,165,8,Terengganu
2012-07-04,31,25,0.0,10.3,6,100,07:58 PM,07:13 AM,06:59 AM,07:25 PM,23,31,31,28,9,41,75,9.0,1006,31,9,172,6,Terengganu
2012-07-05,31,25,0.0,10.3,6,92,08:52 PM,08:11 AM,06:59 AM,07:25 PM,23,31,31,28,12,44,75,0.8,1006,31,10,162,8,Terengganu
2012-07-06,31,26,0.0,11.6,6,85,09:42 PM,09:07 AM,07:00 AM,07:25 PM,23,31,31,28,14,31,77,3.8,1007,31,10,156,9,Terengganu
2012-07-07,31,27,0.0,10.2,6,78,10:27 PM,09:58 AM,07:00 AM,07:25 PM,23,32,32,28,14,41,75,14.4,1007,31,9,135,9,Terengganu
2012-07-08,30,26,0.0,11.6,6,71,11:11 PM,10:47 AM,07:00 AM,07:25 PM,23,31,31,28,10,35,76,14.6,1007,30,9,123,7,Terengganu
2012-07-09,30,26,0.0,11.6,6,65,11:54 PM,11:34 AM,07:00 AM,07:25 PM,23,31,31,28,9,52,75,8.0,1008,30,9,154,6,Terengganu
2012-07-10,30,25,0.0,11.6,6,58,No moonrise,12:19 PM,07:01 AM,07:26 PM,23,30,30,27,11,42,78,11.7,1009,30,9,197,7,Terengganu
2012-07-11,29,25,0.0,10.2,6,51,12:36 AM,01:05 PM,07:01 AM,07:26 PM,23,30,30,27,17,53,79,5.2,1008,29,10,182,11,Terengganu
2012-07-12,31,25,0.0,11.6,6,44,01:18 AM,01:51 PM,07:01 AM,07:26 PM,24,32,32,28,16,35,80,15.3,1008,31,9,163,10,Terengganu
2012-07-13,32,26,0.0,11.6,6,38,02:02 AM,02:37 PM,07:01 AM,07:26 PM,24,33,33,28,20,30,78,8.7,1008,32,10,174,13,Terengganu
2012-07-14,31,26,0.0,11.6,6,31,02:46 AM,03:25 PM,07:01 AM,07:26 PM,24,32,32,28,17,26,77,6.1,1008,31,9,167,11,Terengganu
2012-07-15,31,26,0.0,10.2,6,24,03:34 AM,04:14 PM,07:01 AM,07:26 PM,23,32,32,28,11,41,77,8.7,1009,31,10,156,7,Terengganu
2012-07-16,31,26,0.0,11.6,6,17,04:22 AM,05:03 PM,07:02 AM,07:26 PM,23,32,32,28,11,25,76,6.6,1010,31,9,156,7,Terengganu
2012-07-17,32,26,0.0,11.6,6,10,05:12 AM,05:53 PM,07:02 AM,07:26 PM,23,32,32,28,12,20,75,2.5,1010,32,10,156,8,Terengganu
2012-07-18,30,26,0.0,11.6,6,4,06:02 AM,06:42 PM,07:02 AM,07:26 PM,23,31,31,27,8,32,76,5.4,1010,30,9,149,5,Terengganu
2012-07-19,31,25,0.0,10.2,6,3,06:53 AM,07:30 PM,07:02 AM,07:26 PM,23,31,31,27,10,53,78,12.0,1010,31,10,182,6,Terengganu
2012-07-20,31,25,0.0,11.6,6,10,07:44 AM,08:17 PM,07:02 AM,07:26 PM,23,31,31,27,14,53,80,3.1,1010,31,9,165,9,Terengganu
2012-07-21,32,25,0.0,11.6,7,17,08:33 AM,09:03 PM,07:02 AM,07:26 PM,24,32,32,28,14,18,77,0.1,1010,32,10,163,9,Terengganu
2012-07-22,31,26,0.0,11.6,6,23,09:23 AM,09:49 PM,07:03 AM,07:26 PM,24,33,33,28,11,30,77,11.0,1009,31,9,185,7,Terengganu
2012-07-23,30,26,0.0,10.2,6,30,10:12 AM,10:34 PM,07:03 AM,07:26 PM,24,32,32,28,11,37,78,15.7,1007,30,9,162,7,Terengganu
2012-07-24,31,26,0.0,11.6,6,37,11:03 AM,11:22 PM,07:03 AM,07:25 PM,24,32,32,28,16,19,76,19.8,1008,31,8,189,10,Terengganu
2012-07-25,32,25,0.0,11.6,7,44,11:55 AM,No moonset,07:03 AM,07:25 PM,22,31,31,28,20,17,72,0.6,1009,32,10,171,13,Terengganu
2012-07-26,32,26,0.0,11.6,6,50,12:49 PM,12:11 AM,07:03 AM,07:25 PM,23,32,32,28,22,18,76,19.4,1009,32,8,161,15,Terengganu
2012-07-27,32,25,0.0,11.6,6,57,01:46 PM,01:03 AM,07:03 AM,07:25 PM,23,32,32,28,21,19,77,4.5,1008,32,9,168,14,Terengganu
2012-07-28,33,26,0.0,11.6,6,64,02:45 PM,01:59 AM,07:03 AM,07:25 PM,23,32,32,28,16,14,77,18.4,1009,33,8,155,10,Terengganu
2012-07-29,32,26,0.0,11.6,6,71,03:46 PM,02:57 AM,07:03 AM,07:25 PM,23,33,33,29,12,26,71,9.1,1010,32,9,148,8,Terengganu
2012-07-30,32,26,0.0,11.6,6,78,04:46 PM,03:57 AM,07:03 AM,07:25 PM,24,33,33,29,13,15,74,7.2,1010,32,9,147,9,Terengganu
2012-07-31,32,26,0.0,11.6,6,84,05:44 PM,04:58 AM,07:03 AM,07:25 PM,24,33,33,28,13,17,76,6.7,1009,32,9,170,9,Terengganu
2012-08-01,32,26,0.0,11.6,6,91,06:39 PM,05:57 AM,07:03 AM,07:24 PM,24,33,33,28,17,22,75,11.4,1009,32,9,160,11,Terengganu
2012-08-02,32,25,0.0,11.6,6,98,07:31 PM,06:53 AM,07:03 AM,07:24 PM,23,31,31,28,15,16,76,8.1,1009,32,9,169,10,Terengganu
2012-08-03,32,26,0.0,11.6,6,95,08:18 PM,07:47 AM,07:03 AM,07:24 PM,23,31,31,28,14,21,76,21.9,1009,32,8,158,9,Terengganu
2012-08-04,32,26,0.0,11.6,6,89,09:04 PM,08:37 AM,07:04 AM,07:24 PM,23,32,32,28,13,15,75,8.4,1009,32,9,154,9,Terengganu
2012-08-05,31,26,0.0,11.6,6,82,09:48 PM,09:25 AM,07:04 AM,07:24 PM,23,32,32,28,15,17,77,9.4,1009,31,9,148,10,Terengganu
2012-08-06,31,25,0.0,10.2,6,75,10:30 PM,10:12 AM,07:04 AM,07:23 PM,23,32,32,28,13,36,77,14.8,1010,31,9,181,8,Terengganu
2012-08-07,31,26,0.0,11.6,6,68,11:13 PM,10:58 AM,07:04 AM,07:23 PM,23,32,32,28,12,30,75,12.8,1010,31,9,176,7,Terengganu
2012-08-08,31,26,0.0,8.8,6,61,11:57 PM,11:44 AM,07:04 AM,07:23 PM,23,32,32,28,11,50,76,4.0,1009,31,10,162,7,Terengganu
2012-08-09,32,26,0.0,11.6,6,55,No moonrise,12:30 PM,07:04 AM,07:23 PM,23,32,32,29,21,20,72,11.0,1008,32,9,172,14,Terengganu
2012-08-10,32,26,0.0,11.6,6,48,12:41 AM,01:18 PM,07:04 AM,07:22 PM,23,32,32,28,19,14,74,6.9,1010,32,9,161,13,Terengganu
2012-08-11,31,26,0.0,11.6,6,41,01:27 AM,02:06 PM,07:03 AM,07:22 PM,24,33,33,29,16,14,75,6.5,1011,31,9,154,11,Terengganu
2012-08-12,31,27,0.0,11.6,6,34,02:15 AM,02:56 PM,07:03 AM,07:22 PM,24,33,33,29,17,9,76,9.4,1010,31,9,158,11,Terengganu
2012-08-13,31,26,0.0,11.6,6,28,03:04 AM,03:45 PM,07:03 AM,07:21 PM,23,32,32,28,15,14,75,10.6,1009,31,9,161,10,Terengganu
2012-08-14,31,26,0.0,11.6,6,21,03:54 AM,04:34 PM,07:03 AM,07:21 PM,24,32,32,28,15,15,75,8.2,1009,31,9,162,10,Terengganu
2012-08-15,32,26,0.0,11.6,6,14,04:45 AM,05:23 PM,07:03 AM,07:21 PM,24,33,33,28,15,17,77,6.9,1008,32,9,158,9,Terengganu
